Gender,Age,Annual_Income,Employment_Status,Years_of_Employment,Education_Level,Marital_Status,Number_of_Dependents,Existing_Loan_Amount,Monthly_Income,Credit_Score,Loan_Status,Credit_History,Number_of_Credit_Inquiries,Debt_to_Income_Ratio,Approval_Status
Female,34,147096.8,Unemployed,2.5,High School,Single,4,19965.5,11513.12,657.0,None,Average,2,0.2941,Approved
Male,48,35895.47,Employed,15.1,Bachelor,Married,3,4436.23,2624.61,613.0,None,Good,4,0.4065,Approved
Male,51,37794.44,Retired,8.9,Bachelor,Single,2,4176.95,3001.95,681.0,Active,Poor,2,0.149,Rejected
Male,27,122798.13,Employed,2.7,Bachelor,Married,2,9841.87,9006.34,658.0,Closed,No History,3,0.1018,Approved
Male,60,107063.99,Employed,3.1,Bachelor,Single,4,34430.63,8652.67,704.0,Active,No History,5,0.4798,Approved
Male,64,85945.47,Employed,7.7,Master,Married,1,39491.05,6802.26,537.0,Closed,Good,3,0.5963,Approved
Female,54,118888.73,Unemployed,2.4,Bachelor,Single,0,15151.3,8492.98,537.0,Default,Good,2,0.2837,Approved
Female,39,112286.49,Employed,1.1,Bachelor,Divorced,3,6093.1,8770.79,586.0,None,Good,0,0.2782,Approved
Female,35,38615.68,Self-Employed,11.2,Master,Married,1,18927.9,3004.6,509.0,Closed,Good,6,0.7521,Rejected
Female,47,143343.57,Employed,5.3,PhD,Divorced,1,65768.41,10793.46,740.0,Closed,No History,7,0.7465,Rejected
Female,49,29721.82,Self-Employed,2.3,Master,Divorced,2,8580.68,2446.05,583.0,Default,Poor,0,0.5811,Rejected
Female,25,23508.05,Employed,2.1,High School,Married,3,8930.79,1929.36,746.0,None,Good,2,0.4385,Rejected
Female,28,57010.74,Employed,0.5,Bachelor,Single,2,880.73,4722.34,599.0,Active,Good,5,0.0723,Approved
Male,23,104756.58,Retired,5.0,Bachelor,Married,4,26225.63,8057.89,621.0,None,Good,2,0.5446,Approved
Female,27,143790.85,Self-Employed,1.0,High School,Single,2,15583.89,10980.66,705.0,None,Good,3,0.2565,Approved
Female,62,44800.64,Employed,2.7,High School,Single,0,6469.87,3353.13,790.0,Active,Good,2,0.1922,Approved
Male,35,141419.4,Employed,5.7,Master,Married,0,27181.44,10212.39,764.0,Closed,Good,4,0.3568,Approved
Female,39,81579.85,Employed,10.6,High School,Single,2,13238.45,6548.95,739.0,Default,Good,7,0.2356,Approved
Female,29,35695.99,Self-Employed,8.1,Bachelor,Single,2,3833.02,2673.92,544.0,Active,No History,1,0.1824,Approved
Female,59,145957.22,Employed,6.4,Bachelor,Married,3,51227.23,11605.92,671.0,None,Good,7,0.5576,Approved
Male,43,93160.11,Employed,1.0,High School,Single,0,2063.16,6889.21,679.0,None,Good,4,0.1276,Approved
Male,56,107587.58,Employed,5.9,Bachelor,Single,0,11633.96,8601.5,743.0,Closed,Good,4,0.1921,Approved
Female,50,27871.79,Employed,6.1,High School,Divorced,1,3127.57,2213.54,496.0,None,No History,0,0.2656,Rejected
Male,44,33519.42,Employed,1.9,High School,Single,0,14758.31,2696.76,719.0,Active,Good,2,0.6406,Approved
Female,21,60391.46,Employed,3.0,High School,Married,3,27730.8,4934.79,612.0,Closed,Good,5,0.7041,Approved
Female,24,60974.35,Employed,2.1,Bachelor,Single,3,13991.07,4986.07,566.0,None,Poor,6,0.5084,Rejected
Female,55,31662.48,Employed,3.9,Bachelor,Single,0,9073.44,2497.98,542.0,None,Average,5,0.5301,Rejected
Male,38,144636.63,Unemployed,10.3,Bachelor,Married,2,9907.38,10746.19,697.0,Closed,No History,2,0.1155,Approved
Male,59,90126.47,Employed,11.3,High School,Married,0,43976.91,6967.23,574.0,Closed,Poor,7,0.5327,Approved
Female,55,32427.19,Employed,5.6,Master,Married,1,16141.43,2475.54,702.0,Default,Good,1,0.7649,Approved
Male,22,128142.56,Employed,1.3,Bachelor,Married,2,60796.06,9229.79,791.0,None,Good,2,0.582,Approved
Male,34,44317.39,Employed,8.0,Bachelor,Married,0,5130.12,3410.05,676.0,Active,Good,3,0.3067,Approved
Female,29,51879.89,Employed,0.0,Bachelor,Married,0,20078.06,4172.89,706.0,None,Poor,4,0.4336,Approved
Male,30,135102.95,Self-Employed,8.5,High School,Single,0,44164.46,10715.58,696.0,Closed,Good,5,0.5441,Rejected
Male,54,68121.24,Employed,4.5,Bachelor,Divorced,1,4703.21,5541.54,613.0,Active,No History,4,0.2912,Approved
Female,46,136797.92,Employed,20.3,Bachelor,Single,2,64642.43,10015.52,721.0,None,Good,0,0.6757,Approved
Male,42,31969.11,Self-Employed,4.4,Master,Divorced,3,14009.33,2286.71,599.0,None,Good,1,0.4503,Approved
Female,55,120780.58,Retired,15.1,Master,Married,4,42667.53,9166.59,713.0,Active,Good,7,0.405,Rejected
Female,39,96195.65,Self-Employed,9.1,Master,Married,2,44268.1,7172.36,671.0,None,Poor,5,0.57,Rejected
Male,55,35193.28,Employed,20.5,Bachelor,Single,3,11364.1,2759.28,627.0,None,Good,0,0.4518,Rejected
Male,36,72931.46,Retired,2.9,High School,Divorced,4,22910.67,5828.04,669.0,Active,Average,0,0.339,Rejected
Female,41,43819.99,Employed,2.1,Bachelor,Married,3,4040.94,3108.77,579.0,None,Good,7,0.391,Approved
Female,63,105180.22,Employed,0.8,Bachelor,Divorced,1,18338.06,7897.7,588.0,Closed,Good,4,0.47,Approved
Male,43,131855.99,Retired,2.6,Master,Single,4,7537.09,10216.66,506.0,None,No History,5,0.07,Rejected
Male,41,130744.72,Retired,0.3,Other,Single,3,56367.43,10284.06,708.0,None,Good,1,0.6386,Approved
Female,43,29539.92,Employed,0.2,Bachelor,Single,0,1555.17,2242.04,741.0,Active,Good,4,0.1511,Approved
Male,39,77888.32,Unemployed,11.6,Bachelor,Divorced,0,20411.08,5853.96,779.0,Active,No History,0,0.4689,Approved
Female,61,28176.77,Employed,9.8,Master,Divorced,3,6972.51,2129.12,624.0,Closed,Good,2,0.5204,Approved
Male,23,66904.89,Employed,5.0,Bachelor,Divorced,0,21346.32,5430.19,756.0,Active,Good,0,0.5025,Approved
Female,26,63610.31,Employed,5.7,Master,Divorced,2,18022.95,4923.52,435.0,None,Good,7,0.4529,Rejected
Female,43,105733.72,Self-Employed,3.2,Bachelor,Married,0,18359.46,7544.46,630.0,None,Poor,7,0.2184,Rejected
Female,24,110918.22,Employed,2.8,Bachelor,Married,0,7802.84,8330.33,659.0,Closed,Good,1,0.1242,Approved
Female,62,131710.38,Employed,13.4,Bachelor,Single,3,44586.22,9551.21,673.0,None,Good,6,0.589,Approved
Female,29,55326.01,Employed,9.6,PhD,Single,1,23273.12,4450.01,738.0,None,Poor,1,0.6719,Approved
Male,49,96382.33,Unemployed,2.0,Master,Single,0,13333.05,7645.51,636.0,Active,Average,7,0.3343,Rejected
Male,33,,Employed,6.0,Master,Single,0,14773.9,4216.23,560.0,Closed,Average,1,0.3465,Approved
Male,51,58847.36,Employed,11.5,Other,Married,4,24601.51,4867.67,624.0,Closed,Good,7,0.425,Approved
Female,26,72636.1,Unemployed,1.1,High School,Married,3,23560.31,5299.64,585.0,None,Good,6,0.3841,Rejected
Male,22,121362.5,Employed,4.0,Master,Divorced,2,6689.07,8773.75,609.0,None,Poor,5,0.3349,Approved
Female,27,129738.26,Employed,4.9,Bachelor,Married,4,18425.12,10498.32,641.0,None,Good,6,0.2031,Approved
Female,40,81314.86,Employed,0.3,High School,Divorced,2,21663.29,6033.13,639.0,Closed,Good,1,0.4265,Approved
Female,54,52644.6,Retired,9.6,High School,Single,0,13696.71,4331.45,600.0,Active,Average,1,0.4206,Rejected
Female,28,88020.1,Retired,2.1,PhD,Divorced,4,40720.17,6441.77,637.0,Closed,Average,3,0.4966,Rejected
Female,29,45811.81,Self-Employed,3.9,High School,Married,3,17680.89,3546.68,576.0,Closed,Good,5,0.634,Rejected
Male,42,140409.57,Employed,1.1,Master,Married,3,60335.58,10565.51,679.0,None,Good,5,0.713,Approved
Female,24,144767.77,Self-Employed,4.9,Bachelor,Single,0,41985.81,12007.83,647.0,Default,Good,2,0.4057,Approved
Female,43,44437.9,Employed,1.3,Bachelor,Single,4,17981.38,3448.12,712.0,Closed,Average,0,0.6384,Approved
Female,34,36542.69,Employed,16.0,Bachelor,Single,4,8099.43,2616.61,633.0,None,Good,3,0.3097,Approved
Male,56,47491.4,Employed,1.8,Master,Married,0,10733.25,3650.24,729.0,None,Poor,1,0.4269,Approved
Female,23,49142.4,Retired,1.3,Bachelor,Single,4,19612.01,3701.51,646.0,Closed,Average,5,0.6666,Rejected
Female,41,45498.12,Employed,5.8,High School,Single,0,19619.19,3489.13,651.0,None,No History,0,0.5166,Approved
Male,50,36132.59,Employed,1.1,Master,Married,4,4522.62,2749.05,740.0,None,Average,3,0.3467,Approved
Male,45,46034.6,Employed,11.0,Bachelor,Single,3,19994.66,3594.09,454.0,None,Poor,3,0.7183,Rejected
Male,50,28918.13,Employed,0.9,High School,Married,4,13291.56,2242.62,568.0,None,Good,3,0.5008,Approved
Male,58,24245.15,Self-Employed,6.7,Bachelor,Married,4,3949.97,1738.37,673.0,Active,Average,3,0.1984,Approved
Male,27,89563.88,Employed,1.5,Bachelor,Married,1,20506.51,6916.77,517.0,None,Good,5,0.3039,Approved
Female,56,129054.54,Retired,1.1,Bachelor,Married,0,61854.15,9733.19,642.0,None,Good,7,0.5205,Rejected
Male,50,39497.01,Unemployed,2.0,Master,Single,4,17228.79,3184.73,778.0,Active,Good,6,0.7029,Approved
Male,60,70031.31,Self-Employed,2.6,Bachelor,Divorced,4,8767.9,5639.96,500.0,Active,Poor,6,0.2731,Rejected
Male,33,110392.82,Unemployed,1.5,High School,Single,4,29442.17,8842.15,589.0,Closed,Average,5,0.379,Rejected
Female,45,142098.4,Employed,7.1,High School,Divorced,2,40217.23,11095.49,606.0,None,No History,1,0.2984,Approved
Male,43,48512.66,Retired,4.2,Bachelor,Single,0,23235.44,3592.68,536.0,None,Average,0,0.4992,Approved
Female,43,137653.46,Self-Employed,12.9,Bachelor,Single,1,6878.33,10951.44,559.0,Active,No History,7,,Rejected
Male,24,108782.42,Employed,1.3,High School,Single,0,25664.11,8933.85,613.0,Active,Average,0,0.4993,Approved
Female,59,80906.31,Self-Employed,5.0,High School,Married,3,3397.64,6400.95,628.0,None,Good,5,0.2648,Rejected
Male,27,31970.46,Employed,0.5,Bachelor,Married,1,12041.63,2360.38,773.0,None,Average,0,0.562,Approved
Female,30,87988.35,Employed,2.5,High School,Married,0,20672.42,6280.05,602.0,None,Average,7,0.3772,Rejected
Male,60,98737.78,Employed,0.4,Bachelor,Married,1,19754.74,7445.07,632.0,None,Good,4,0.2411,Rejected
Female,55,92866.14,Retired,0.8,Bachelor,Divorced,1,22517.21,7583.51,788.0,None,Good,3,0.245,Approved
Male,30,24637.67,Self-Employed,4.7,Master,Married,0,7910.9,1903.32,514.0,Closed,No History,1,0.4616,Rejected
Female,62,104634.33,Employed,13.6,Master,Divorced,1,37180.1,8277.73,517.0,Active,Poor,3,0.3913,Approved
Female,51,30086.5,Employed,5.2,Master,Single,4,3173.66,2355.51,580.0,None,Good,3,0.2525,Approved
Male,33,62934.76,Employed,2.4,Master,Single,2,18312.24,4556.78,781.0,Default,Average,5,0.3959,Approved
Male,25,88080.79,Employed,0.6,High School,Single,4,12382.09,6326.2,637.0,Closed,Average,6,0.2947,Rejected
Female,41,29547.81,Employed,2.4,Bachelor,Single,4,2987.51,2197.83,585.0,None,Good,5,0.1278,Approved
Female,41,43107.92,Employed,0.6,Bachelor,Divorced,2,11542.33,3347.92,584.0,None,Good,2,0.5312,Approved
Male,64,142054.83,Retired,11.2,Other,Divorced,2,37295.63,11824.98,732.0,Default,Poor,6,0.5378,Approved
Male,54,122021.02,Employed,6.2,High School,Married,4,49297.39,10034.3,612.0,None,Poor,1,0.6898,Approved
Female,54,107195.48,Employed,0.7,Bachelor,Single,4,44607.41,8078.96,658.0,Active,Good,3,0.6676,Rejected
Female,62,71470.3,Self-Employed,12.4,Bachelor,Divorced,1,13406.99,5914.97,706.0,Default,Poor,5,0.3744,Approved
Female,31,90154.15,Self-Employed,3.3,Master,Single,0,44981.72,6484.21,600.0,Closed,No History,0,0.6934,Rejected
Female,25,101314.59,Employed,7.0,Master,Divorced,3,11566.08,7673.06,770.0,Closed,Good,0,0.3772,Approved
Female,36,44955.32,Self-Employed,6.7,Master,Single,0,5240.61,3486.32,572.0,Closed,Good,7,0.2388,Approved
Male,27,91040.69,Employed,1.6,Bachelor,Married,1,29081.94,6837.58,568.0,None,Good,4,0.4953,Approved
Female,60,63819.28,Employed,22.4,Master,Divorced,1,7265.4,4545.48,645.0,None,Poor,1,0.249,Approved
Male,43,71789.1,Employed,10.9,PhD,Married,3,4895.49,5371.41,645.0,None,Good,5,0.3643,Approved
Male,38,122778.81,Unemployed,2.5,Bachelor,Single,2,44220.28,9126.73,685.0,Closed,No History,2,0.4255,Approved
Female,47,113180.94,Unemployed,2.3,PhD,Married,4,8465.8,8063.07,731.0,None,Poor,7,0.1706,Approved
Male,42,48143.99,Employed,5.3,Bachelor,Married,3,6031.75,3480.55,766.0,Active,Poor,6,0.3819,Approved
Male,28,33448.0,Employed,0.2,Bachelor,Single,0,2180.22,2514.55,649.0,Active,Good,7,0.1618,Rejected
Female,24,132382.0,Employed,4.5,Other,Divorced,0,57421.57,9849.41,668.0,None,Average,7,0.4519,Approved
Male,58,97629.59,Employed,2.1,Bachelor,Divorced,2,15201.7,7473.8,654.0,Active,Good,1,0.1591,Approved
Female,29,44654.19,Unemployed,7.3,Master,Married,3,6559.75,3290.34,668.0,Closed,Good,6,0.3721,Approved
Male,58,104854.05,Employed,1.0,Master,Single,2,38583.52,8117.31,688.0,Active,Average,3,0.4842,Approved
Female,62,43570.7,Employed,3.9,Master,Married,4,4153.94,3266.23,716.0,None,Good,0,0.3208,Approved
Male,37,50529.24,Employed,4.5,Master,Divorced,1,9214.99,3625.31,656.0,None,Good,7,0.4121,Approved
Male,32,80472.58,Employed,3.1,PhD,Married,1,39890.86,5787.16,637.0,None,Good,0,0.7926,Approved
Female,42,131045.54,Employed,7.8,Master,Married,3,6109.67,10806.17,605.0,Active,Good,1,0.109,Approved
Male,40,116756.52,Self-Employed,1.4,PhD,Married,1,14152.18,9359.14,742.0,Closed,Good,1,0.2686,Approved
Female,49,139600.11,Employed,3.7,Bachelor,Single,1,55703.69,11472.32,759.0,None,Good,5,0.6777,Approved
Female,60,134183.63,Retired,3.1,Bachelor,Married,0,3328.61,9833.21,671.0,Closed,No History,3,0.2502,Approved
Male,54,71553.28,Employed,0.2,Bachelor,Single,2,2342.09,5167.83,553.0,None,Average,5,0.2452,Approved
Male,50,124514.69,Self-Employed,0.7,Bachelor,Single,4,42395.88,8994.8,797.0,Closed,Good,6,0.6367,Approved
Male,25,80074.94,Employed,3.8,Bachelor,Married,3,33735.11,6100.72,675.0,Closed,Poor,1,0.5684,Rejected
Male,24,80413.85,Unemployed,0.1,High School,Married,3,25468.29,6678.65,579.0,None,Good,2,0.567,Approved
Male,59,98326.47,Employed,1.6,Master,Single,0,1279.7,7751.57,785.0,None,No History,4,0.2436,Approved
Male,50,82648.08,Employed,3.0,High School,Married,3,33786.31,6155.87,775.0,Active,Good,5,0.4521,Approved
Male,29,68678.48,Employed,1.8,High School,Divorced,1,29683.79,5714.43,706.0,None,Average,7,0.6782,Rejected
Male,23,35327.82,Employed,0.4,High School,Married,2,10364.35,2604.83,676.0,Active,Good,7,0.5491,Approved
Male,38,76222.84,Employed,0.2,Master,Married,2,17588.26,5797.96,807.0,Active,Good,7,0.2542,Approved
Male,40,67019.81,Self-Employed,7.3,Bachelor,Single,0,18019.37,5365.68,594.0,None,Good,2,0.2842,Approved
Male,47,81740.69,Employed,4.2,Master,Divorced,4,30694.97,6403.32,637.0,Active,Good,6,0.6603,Approved
Male,41,128787.24,Unemployed,2.7,Master,Single,2,20160.56,9807.61,643.0,None,Good,2,0.4454,Rejected
Female,62,91732.71,Employed,0.7,Master,Single,2,30129.8,6571.12,645.0,Active,No History,4,0.4937,Approved
Male,23,139187.03,Self-Employed,1.5,Bachelor,Single,0,27369.99,10977.35,673.0,Closed,Average,7,0.3276,Rejected
Female,52,48691.05,Unemployed,10.2,High School,Married,2,5958.79,3823.04,598.0,None,Average,3,0.2706,Approved
Male,36,135164.76,Employed,2.3,Bachelor,Married,1,25814.49,9970.68,772.0,Closed,Good,0,0.2104,Approved
Male,56,58703.58,Employed,1.5,Master,Divorced,4,4977.65,4569.64,711.0,Active,Good,3,0.1745,Approved
Male,47,28775.16,Employed,2.1,Bachelor,Single,0,8477.18,2116.35,834.0,Active,Good,5,0.3044,Approved
Male,24,,Retired,1.8,Bachelor,Single,4,456.39,2749.22,583.0,Active,Good,2,0.2929,Approved
Female,59,25760.26,Employed,8.9,Bachelor,Single,3,11690.4,1839.94,551.0,Active,Good,7,0.6585,Approved
Female,49,65316.85,Unemployed,2.7,Bachelor,Single,0,30498.63,5029.55,637.0,None,Average,6,0.6355,Rejected
Male,50,88922.72,Employed,3.4,Bachelor,Divorced,4,5807.72,6722.71,762.0,Closed,Poor,0,0.253,Rejected
Male,58,62713.76,Employed,2.9,Bachelor,Married,4,19414.93,4463.27,534.0,None,Good,5,0.5766,Approved
Male,55,62820.35,Employed,11.0,Bachelor,Married,2,4235.55,4738.85,642.0,Active,Average,4,0.0768,Approved
Female,55,38473.9,Employed,4.0,High School,Single,1,471.24,2849.98,631.0,None,Good,5,0.1597,Approved
Female,46,118784.23,Employed,4.1,Bachelor,Married,1,34080.83,9133.16,594.0,None,Average,5,0.3534,Approved
Female,40,70327.02,Employed,2.6,High School,Married,1,30086.76,5011.71,654.0,Closed,Poor,5,0.5247,Approved
Female,33,93731.26,Retired,3.7,High School,Married,2,3454.46,6997.27,707.0,Active,Poor,4,0.3263,Approved
Male,56,20572.21,Employed,3.2,Bachelor,Single,4,10024.14,1457.28,575.0,None,Good,4,0.5457,Approved
Female,21,90821.35,Self-Employed,3.0,Master,Single,1,25941.16,7554.05,649.0,None,Good,5,0.5283,Approved
Female,59,75739.0,Employed,7.3,High School,Divorced,1,14461.29,6189.69,690.0,None,Poor,6,0.3071,Approved
Female,28,53733.44,Unemployed,10.0,Master,Single,1,14122.01,4273.23,719.0,Default,Good,7,0.533,Rejected
Female,52,36611.78,Employed,1.7,Master,Single,4,10239.39,2648.91,576.0,None,Good,1,0.3019,Approved
Female,31,133871.41,Unemployed,7.5,Other,Single,1,24281.27,9777.19,625.0,None,Good,3,0.2557,Approved
Male,38,143002.58,Employed,4.5,High School,Married,2,23400.6,10632.25,636.0,Active,Average,2,0.4576,Rejected
Female,21,121209.6,Retired,0.2,Master,Divorced,2,24118.31,9083.11,763.0,Default,Good,6,0.2173,Approved
Male,51,50702.36,Employed,3.5,High School,Married,3,14021.06,3830.35,639.0,None,No History,0,0.3907,Approved
Female,47,81997.71,Employed,0.6,High School,Married,4,16868.18,6250.5,690.0,Default,Good,4,0.4739,Approved
Male,54,146858.15,Employed,4.2,Bachelor,Married,1,51817.99,11426.52,662.0,Active,Average,6,0.4847,Approved
Male,64,70463.53,Employed,22.0,Bachelor,Married,1,28236.26,5362.18,642.0,Active,Average,7,0.4158,Approved
Male,37,40468.88,Employed,12.0,High School,Single,3,16019.97,3299.64,750.0,Closed,Good,3,0.4381,Rejected
Male,34,141149.92,Unemployed,6.2,Bachelor,Single,3,10493.71,11106.04,651.0,Active,Good,5,0.3037,Approved
Female,62,57628.4,Employed,2.1,High School,Married,4,15712.89,4578.54,665.0,None,Average,5,0.422,Approved
Female,25,,Retired,0.2,Master,Divorced,0,62808.64,9928.5,665.0,Active,Good,1,0.7474,Approved
Male,29,92161.08,Employed,11.0,Master,Married,1,40502.44,6653.42,487.0,Default,Good,2,0.5898,Approved
Male,48,70686.32,Employed,5.9,Master,Married,0,11474.06,5362.43,585.0,Active,Average,7,0.1684,Approved
Male,55,144255.53,Retired,5.7,Bachelor,Married,1,59528.14,11264.37,757.0,None,Average,1,0.6331,Approved
Female,34,102549.36,Self-Employed,3.1,Master,Single,1,32456.29,7637.77,697.0,Closed,Average,5,0.6143,Rejected
Female,52,129824.74,Employed,2.0,Master,Single,1,16462.56,9615.61,694.0,None,Good,7,0.2776,Approved
Female,43,58158.63,Self-Employed,5.0,Bachelor,Single,3,24600.78,4228.14,556.0,None,Good,2,0.4961,Approved
Female,46,138388.11,Unemployed,7.4,Master,Single,1,25847.34,11461.05,505.0,None,Average,5,0.246,Rejected
Male,56,140589.85,Employed,2.2,Bachelor,Single,4,25988.23,11095.22,645.0,Default,Good,7,0.1853,Approved
Female,30,36088.89,Retired,7.0,Bachelor,Single,4,16067.97,2592.4,664.0,None,Poor,3,0.5998,Approved
Male,50,131481.91,Employed,5.3,Bachelor,Divorced,1,25883.55,9929.05,646.0,None,Good,2,0.2139,Rejected
Male,31,82619.41,Employed,13.0,Master,Married,1,5044.44,6398.79,635.0,None,Good,3,0.219,Approved
Female,26,52678.62,Employed,2.7,Master,Single,3,7415.44,3935.09,559.0,None,Good,7,0.1544,Approved
Female,60,67394.12,Self-Employed,4.5,Bachelor,Married,0,10862.42,4997.9,682.0,Default,Average,4,0.2493,Approved
Male,61,117275.8,Employed,0.4,Bachelor,Single,3,40065.91,9699.24,440.0,Active,Poor,2,0.3608,Approved
Male,44,89408.6,Employed,6.5,High School,Married,3,30519.56,7382.76,648.0,None,No History,6,0.4344,Approved
Female,26,41322.83,Employed,4.7,Bachelor,Single,3,14845.91,3105.81,616.0,None,Poor,2,0.6558,Approved
Male,48,110656.55,Self-Employed,0.4,Bachelor,Single,4,32160.23,8148.68,743.0,Closed,Good,6,0.5095,Rejected
Female,23,95173.0,Self-Employed,2.2,High School,Married,2,14322.89,7802.2,713.0,None,Good,3,,Approved
Female,29,60391.55,Unemployed,11.0,Bachelor,Married,3,10209.67,4716.06,647.0,Active,Good,0,0.2227,Approved
Male,40,90826.07,Employed,4.0,Bachelor,Divorced,3,28392.61,7483.12,591.0,Active,Good,6,0.4504,Approved
Female,41,61676.35,Employed,2.6,Other,Married,2,19487.66,4580.42,659.0,Active,Good,3,0.4819,Approved
Female,37,95127.93,Employed,2.5,Master,Married,3,1250.21,6759.03,647.0,Default,Good,6,0.0858,Approved
Female,61,88087.63,Employed,0.7,Bachelor,Married,1,42444.46,6365.16,686.0,Active,Good,4,0.6995,Approved
Female,52,20186.34,Retired,12.6,High School,Single,2,3992.68,1543.7,688.0,None,Good,4,0.2952,Approved
Male,27,26259.6,Employed,6.0,Bachelor,Divorced,1,2929.46,2025.81,594.0,Active,Average,0,0.2239,Approved
Male,56,104906.99,Employed,1.0,Bachelor,Single,2,36980.83,8003.6,613.0,None,Good,4,0.5847,Approved
Female,59,149824.23,Employed,3.7,Bachelor,Married,0,31002.28,10989.33,662.0,Active,Average,3,0.2212,Approved
Male,41,125919.93,Employed,4.3,Bachelor,Single,0,40803.54,9585.32,646.0,None,No History,5,0.494,Approved
Female,53,38543.65,Employed,9.8,Bachelor,Divorced,2,12496.31,3121.56,723.0,Default,Good,6,0.3744,Rejected
Male,36,135901.51,Employed,4.6,High School,Married,1,11572.33,11224.94,654.0,Closed,Average,0,0.0869,Approved
Male,44,40503.64,Self-Employed,11.6,Master,Married,3,11895.59,3186.77,850.0,Active,Good,0,0.5044,Rejected
Female,27,140962.51,Employed,1.8,High School,Single,3,51405.19,11088.41,577.0,None,Good,5,0.5121,Approved
Male,44,82601.94,Self-Employed,0.4,High School,Divorced,0,2294.15,6539.67,584.0,Default,Average,0,0.182,Approved
Female,49,114901.43,Employed,13.1,Bachelor,Single,2,15077.83,9289.95,542.0,Active,Poor,5,0.2537,Approved
Female,25,124392.52,Employed,7.0,Master,Divorced,3,33155.51,9552.22,740.0,Default,Average,3,0.4756,Approved
Female,35,123131.36,Employed,0.0,High School,Married,4,48923.92,9382.43,631.0,Active,Average,4,0.6393,Rejected
Female,57,146436.64,Employed,6.5,Bachelor,Married,4,38684.51,10649.02,747.0,Active,Poor,6,0.4905,Approved
Female,23,31875.4,Employed,5.0,Bachelor,Married,0,6190.79,2644.55,634.0,None,Average,6,0.4053,Approved
Female,32,95869.59,Employed,14.0,High School,Single,1,4548.68,6841.8,578.0,Active,Average,5,0.0916,Rejected
Male,56,122900.33,Unemployed,15.0,Master,Married,2,33908.83,10061.35,644.0,Active,Good,5,0.4804,Approved
Female,64,87843.49,Employed,1.2,High School,Single,4,34641.5,7119.84,688.0,Closed,Good,7,0.4306,Approved
Male,35,23768.3,Retired,0.7,PhD,Married,3,7989.15,1853.94,690.0,Active,Average,3,0.4291,Approved
Female,36,38370.95,Retired,3.8,Master,Divorced,0,17210.47,3142.3,711.0,Active,Good,0,0.5848,Approved
Male,30,33173.61,Self-Employed,3.6,PhD,Single,1,4927.75,2510.14,722.0,Closed,Average,6,0.3157,Approved
Female,35,49549.31,Employed,3.5,Other,Married,2,18426.92,3667.2,629.0,None,Good,2,0.5989,Approved
Male,32,130699.0,Employed,4.4,High School,Married,1,23660.17,10275.95,746.0,None,Average,5,0.4351,Approved
Male,55,28089.14,Employed,0.2,High School,Single,3,446.65,2304.81,527.0,Closed,Poor,7,0.2984,Rejected
Male,31,126935.89,Employed,6.5,High School,Single,1,32232.2,10041.02,690.0,None,Good,7,0.304,Approved
Female,54,68755.37,Employed,1.1,Bachelor,Married,1,30100.29,5187.07,591.0,None,Good,2,0.4795,Approved
Female,52,98088.13,Employed,10.5,Bachelor,Divorced,1,47681.69,8128.44,750.0,Default,Average,6,0.568,Approved
Male,59,78312.13,Employed,1.9,Bachelor,Married,3,20909.43,5765.82,694.0,Active,No History,5,0.4535,Approved
Female,47,127361.2,Employed,9.9,High School,Single,3,22601.38,9809.03,544.0,None,Poor,1,0.2414,Approved
Female,27,134046.43,Self-Employed,0.2,Master,Single,0,25301.11,9669.03,560.0,Closed,Average,3,0.3841,Rejected
Male,53,78413.69,Employed,2.4,Other,Married,0,11778.12,6430.47,635.0,Active,Average,2,0.4287,Approved
Female,24,111981.94,Employed,1.7,Master,Married,0,42392.1,8959.49,736.0,Active,Good,7,0.3851,Approved
Female,27,77827.8,Employed,8.9,Bachelor,Single,1,21128.01,5842.48,645.0,Closed,Good,5,0.5647,Approved
Female,53,31837.0,Employed,1.7,Bachelor,Single,1,9117.37,2355.05,746.0,None,No History,7,0.5655,Approved
Male,64,107576.11,Unemployed,15.8,Master,Married,3,22.76,8823.08,780.0,None,Poor,2,0.1665,Approved
Male,57,139104.33,Self-Employed,5.1,High School,Married,4,43060.89,10649.1,825.0,Closed,Good,7,0.4801,Approved
Male,39,145094.33,Employed,2.0,Bachelor,Married,1,10013.75,10822.67,583.0,None,Good,0,0.3239,Rejected
Female,54,127730.34,Employed,5.0,High School,Single,2,23034.23,10238.58,710.0,None,Good,2,0.3756,Approved
Male,49,42076.64,Employed,0.8,High School,Single,2,6958.2,3401.41,850.0,None,No History,3,0.4078,Approved
Female,42,110857.33,Retired,6.4,High School,Single,2,50234.8,8962.95,604.0,None,Good,5,0.6321,Rejected
Female,58,143863.07,Self-Employed,6.3,Bachelor,Married,2,24026.19,11217.29,,Active,Average,5,0.1976,Approved
Female,45,39850.59,Employed,4.2,High School,Single,2,16587.37,2908.65,529.0,None,Average,6,0.58,Rejected
Male,39,101407.95,Employed,1.1,High School,Single,3,11228.49,8068.62,620.0,None,Good,6,0.1774,Rejected
Female,56,79443.9,Employed,2.6,High School,Married,1,1034.98,5774.87,465.0,Active,No History,0,0.2502,Approved
Male,57,80853.27,Employed,0.8,PhD,Married,3,672.68,6475.52,691.0,None,Good,6,0.2167,Approved
Male,58,,Retired,17.8,Bachelor,Married,2,5413.17,10961.85,704.0,Closed,Average,5,0.2781,Rejected
